073   ;961       ;341;11;0;1337383;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337382;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337381;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337380;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337379;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337378;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337377;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337376;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337375;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337374;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337373;2022-12-16;NO0102                        ;073961
073   ;961       ;341;11;0;1337372;2022-12-16;NO0102                        ;073961
073   ;960       ;341;11;0;1337371;2022-12-16;NO0102                        ;073960
024   ;962       ;341;11;0;1337323;2022-12-16;NO0102                        ;024962
024   ;962       ;341;11;0;1337322;2022-12-16;NO0102                        ;024962
024   ;962       ;341;11;0;1337321;2022-12-16;NO0102                        ;024962
024   ;962       ;341;11;0;1337320;2022-12-16;NO0102                        ;024962
001   ;962       ;341;11;0;1337281;2022-12-16;NO0102                        ;001962
001   ;961       ;341;11;0;1337280;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337279;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337278;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337277;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337276;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337275;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337274;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337273;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337272;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337271;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337270;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337269;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337268;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337267;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337266;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337265;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337264;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337263;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337262;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337261;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337260;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337259;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337258;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337257;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337256;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337255;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337254;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337253;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337252;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337251;2022-12-16;NO0102                        ;001961
001   ;961       ;341;11;0;1337250;2022-12-16;NO0102                        ;001961
001   ;960       ;341;11;0;1337249;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337248;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337247;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337246;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337245;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337244;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337243;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337242;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337241;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337240;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337239;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337238;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337237;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337236;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337235;2022-12-16;NO0102                        ;001960
001   ;960       ;341;11;0;1337234;2022-12-16;NO0102                        ;001960
100   ;962       ;341;11;0;1336986;2022-12-15;NO0102                        ;100962
078   ;962       ;341;11;0;1336982;2022-12-15;NO0102                        ;078962
078   ;962       ;341;11;0;1336981;2022-12-15;NO0102                        ;078962
078   ;962       ;341;11;0;1336980;2022-12-15;NO0102                        ;078962
078   ;962       ;341;11;0;1336979;2022-12-15;NO0102                        ;078962
078   ;962       ;341;11;0;1336978;2022-12-15;NO0102                        ;078962
073   ;961       ;341;11;0;1336976;2022-12-15;NO0102                        ;073961
073   ;961       ;341;11;0;1336975;2022-12-15;NO0102                        ;073961
073   ;961       ;341;11;0;1336974;2022-12-15;NO0102                        ;073961
073   ;961       ;341;11;0;1336973;2022-12-15;NO0102                        ;073961
073   ;961       ;341;11;0;1336972;2022-12-15;NO0102                        ;073961
073   ;961       ;341;11;0;1336971;2022-12-15;NO0102                        ;073961
073   ;961       ;341;11;0;1336970;2022-12-15;NO0102                        ;073961
073   ;961       ;341;11;0;1336969;2022-12-15;NO0102                        ;073961
073   ;961       ;341;11;0;1336968;2022-12-15;NO0102                        ;073961
073   ;960       ;341;11;0;1336967;2022-12-15;NO0102                        ;073960
073   ;960       ;341;11;0;1336966;2022-12-15;NO0102                        ;073960
041   ;962       ;341;11;0;1336926;2022-12-15;NO0102                        ;041962
016   ;961       ;341;11;0;1336921;2022-12-15;NO0102                        ;016961
016   ;961       ;341;11;0;1336920;2022-12-15;NO0102                        ;016961
001   ;962       ;341;11;0;1336878;2022-12-15;NO0102                        ;001962
001   ;962       ;341;11;0;1336877;2022-12-15;NO0102                        ;001962
001   ;962       ;341;11;0;1336876;2022-12-15;NO0102                        ;001962
001   ;962       ;341;11;0;1336875;2022-12-15;NO0102                        ;001962
001   ;962       ;341;11;0;1336874;2022-12-15;NO0102                        ;001962
001   ;962       ;341;11;0;1336873;2022-12-15;NO0102                        ;001962
