001   ;962       ;341;11;0;1337636;2022-12-19;NO0102                        ;001962
001   ;962       ;341;11;0;1337636;2022-12-19;NO0102                        ;001962
078   ;962       ;341;11;0;1337534;2022-12-19;NO0102                        ;078962
078   ;962       ;341;11;0;1337533;2022-12-19;NO0102                        ;078962
078   ;962       ;341;11;0;1337532;2022-12-19;NO0102                        ;078962
078   ;962       ;341;11;0;1337531;2022-12-19;NO0102                        ;078962
073   ;961       ;341;11;0;1337530;2022-12-19;NO0102                        ;073961
073   ;961       ;341;11;0;1337529;2022-12-19;NO0102                        ;073961
073   ;961       ;341;11;0;1337528;2022-12-19;NO0102                        ;073961
073   ;961       ;341;11;0;1337527;2022-12-19;NO0102                        ;073961
073   ;961       ;341;11;0;1337526;2022-12-19;NO0102                        ;073961
073   ;961       ;341;11;0;1337525;2022-12-19;NO0102                        ;073961
073   ;961       ;341;11;0;1337524;2022-12-19;NO0102                        ;073961
073   ;961       ;341;11;0;1337523;2022-12-19;NO0102                        ;073961
073   ;960       ;341;11;0;1337522;2022-12-19;NO0102                        ;073960
027   ;961       ;341;11;0;1337497;2022-12-19;NO0102                        ;027961
027   ;961       ;341;11;0;1337496;2022-12-19;NO0102                        ;027961
001   ;961       ;341;11;0;1337471;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337470;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337469;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337468;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337467;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337466;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337465;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337464;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337463;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337462;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337461;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337460;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337459;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337458;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337457;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337456;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337455;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337454;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337453;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337452;2022-12-19;NO0102                        ;001961
001   ;961       ;341;11;0;1337451;2022-12-19;NO0102                        ;001961
001   ;960       ;341;11;0;1337450;2022-12-19;NO0102                        ;001960
001   ;960       ;341;11;0;1337449;2022-12-19;NO0102                        ;001960
100   ;962       ;341;11;0;1337398;2022-12-16;NO0102                        ;100962
078   ;962       ;341;11;0;1337389;2022-12-16;NO0102                        ;078962
078   ;962       ;341;11;0;1337388;2022-12-16;NO0102                        ;078962
078   ;962       ;341;11;0;1337387;2022-12-16;NO0102                        ;078962
078   ;962       ;341;11;0;1337386;2022-12-16;NO0102                        ;078962
078   ;962       ;341;11;0;1337385;2022-12-16;NO0102                        ;078962
